episode,steps,ep_reward,avg_speed,total_energy,wiggle,safety,success,reason
5376,4,-198.582,15.942,423.451,0.058,0.365,0,collision
5377,3,51.003,19.434,273.703,0.000,0.070,1,goal
5378,2,50.463,13.448,130.237,0.000,0.048,1,goal
5379,4,-198.881,26.360,393.982,0.000,0.129,0,collision
5380,2,50.312,11.616,68.165,0.000,0.120,1,goal
5381,1,-199.752,7.882,49.167,0.000,0.169,0,collision
5382,1,-200.037,6.861,32.742,0.000,0.871,0,collision
5383,3,-199.065,20.039,307.944,0.000,0.009,0,collision
5384,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5385,1,50.074,5.943,23.919,0.000,0.000,1,goal
5386,2,50.005,12.541,76.029,0.000,0.456,1,goal
5387,3,-199.132,10.416,238.720,0.027,0.401,0,collision
5388,9,-198.934,18.923,808.647,0.000,0.035,0,collision
5389,3,-198.859,20.599,412.038,0.000,0.332,0,collision
5390,3,50.954,20.111,410.173,0.000,0.000,1,goal
5391,4,51.689,15.602,411.941,0.011,0.168,1,goal
5392,1,49.817,6.236,25.226,0.000,0.000,1,goal
5393,1,49.869,4.807,9.408,0.000,0.000,1,goal
5394,2,-199.367,14.205,198.193,0.000,0.000,0,collision
5395,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5396,1,50.027,6.327,25.633,0.000,0.000,1,goal
5397,2,50.801,14.990,194.340,0.000,0.216,1,goal
5398,1,50.073,6.343,25.704,0.000,0.000,1,goal
5399,2,-199.661,12.850,88.929,0.000,0.361,0,collision
5400,1,-200.077,3.576,4.468,0.000,0.205,0,collision
5401,2,50.093,4.330,60.663,0.136,0.454,1,goal
5402,3,51.059,20.581,394.748,0.000,0.290,1,goal
5403,2,50.379,13.394,129.587,0.000,0.000,1,goal
5404,5,-197.459,21.945,422.204,0.200,0.122,0,collision
5405,2,50.548,14.311,154.567,0.000,0.000,1,goal
5406,3,51.335,21.218,395.088,0.000,0.000,1,goal
5407,7,-47.264,17.958,710.699,0.000,0.181,1,goal
5408,4,-198.534,16.406,406.065,0.142,0.388,0,collision
5409,1,49.851,4.874,9.557,0.000,0.000,1,goal
5410,4,-197.866,26.713,419.746,0.000,0.000,0,collision
5411,1,49.719,5.821,23.372,0.000,0.000,1,goal
5412,3,51.124,19.455,318.853,0.000,0.010,1,goal
5413,2,-199.757,4.672,65.926,0.500,0.530,0,collision
5414,2,50.361,4.508,63.404,0.141,0.360,1,goal
5415,2,-199.266,13.883,163.029,0.000,0.494,0,collision
5416,3,-198.962,19.798,280.747,0.000,0.002,0,collision
5417,4,-198.486,16.297,402.478,0.160,0.398,0,collision
5418,4,51.530,26.447,399.892,0.000,0.134,1,goal
5419,2,50.609,13.929,149.560,0.000,0.086,1,goal
5420,2,-199.380,12.632,108.683,0.000,0.518,0,collision
5421,7,52.254,19.283,707.477,0.000,0.178,1,goal
5422,2,-199.652,11.939,70.906,0.000,0.346,0,collision
5423,3,51.096,19.292,292.677,0.000,0.012,1,goal
5424,3,51.069,19.998,380.658,0.000,0.000,1,goal
5425,12,-210.580,4.229,393.347,0.083,0.002,0,collision
5426,3,51.213,20.981,404.490,0.000,0.000,1,goal
5427,5,-46.688,32.723,579.968,0.000,0.000,1,goal
5428,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5429,3,51.130,20.620,369.372,0.000,0.000,1,goal
5430,2,-199.332,14.399,201.273,0.000,0.000,0,collision
5431,8,-51.576,15.323,490.011,0.000,0.087,1,goal
5432,4,51.652,26.144,425.089,0.000,0.241,1,goal
5433,2,50.264,11.812,69.823,0.000,0.385,1,goal
5434,4,-198.361,26.070,415.264,0.000,0.000,0,collision
5435,3,-198.995,18.732,240.116,0.000,0.104,0,collision
5436,5,51.059,13.612,350.467,0.000,0.117,1,goal
5437,1,50.178,7.379,35.465,0.000,0.000,1,goal
5438,1,50.099,8.266,51.793,0.000,0.000,1,goal
5439,2,50.311,12.730,109.769,0.000,0.267,1,goal
5440,2,-199.673,4.614,65.040,0.013,0.900,0,collision
5441,4,-198.401,26.187,393.570,0.000,0.150,0,collision
5442,1,-199.992,7.118,34.089,0.000,0.000,0,collision
5443,3,-198.914,20.984,404.564,0.000,0.565,0,collision
5444,1,-199.748,8.792,55.412,0.000,0.432,0,collision
5445,1,49.922,5.931,23.865,0.000,0.000,1,goal
5446,3,-199.152,9.587,217.456,0.027,0.586,0,collision
5447,3,-198.751,20.261,361.106,0.000,0.033,0,collision
5448,1,49.830,5.974,24.054,0.000,0.000,1,goal
5449,2,-199.254,14.805,191.554,0.000,0.500,0,collision
5450,3,-198.682,20.737,420.806,0.000,0.000,0,collision
5451,19,-231.548,1.103,171.446,0.035,0.012,0,collision
5452,1,50.367,8.800,55.468,0.000,0.000,1,goal
5453,1,49.948,6.096,24.598,0.000,0.000,1,goal
5454,3,51.058,20.056,356.412,0.000,0.000,1,goal
5455,1,-199.840,8.334,52.259,0.000,0.744,0,collision
5456,3,-198.939,20.429,315.975,0.000,0.280,0,collision
5457,1,50.124,8.813,55.557,0.000,0.000,1,goal
5458,3,-198.627,20.656,418.738,0.000,0.073,0,collision
5459,5,52.597,32.517,547.388,0.000,0.000,1,goal
5460,1,-200.080,5.772,23.157,0.000,0.000,0,collision
5461,2,50.516,12.286,93.966,0.000,0.031,1,goal
5462,2,50.587,13.506,144.061,0.000,0.000,1,goal
5463,2,50.330,11.920,70.742,0.000,0.276,1,goal
5464,2,50.222,11.995,71.377,0.000,0.311,1,goal
5465,3,-198.617,21.169,398.957,0.000,0.080,0,collision
5466,1,-200.095,3.214,3.941,0.000,0.852,0,collision
5467,2,50.721,13.823,148.178,0.000,0.000,1,goal
5468,3,50.900,20.381,338.894,0.000,0.054,1,goal
5469,2,50.331,4.156,57.999,0.013,0.478,1,goal
5470,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5471,2,-199.479,13.564,119.075,0.000,0.115,0,collision
5472,2,-199.718,12.312,74.077,0.000,0.371,0,collision
5473,4,-198.118,26.335,393.388,0.000,0.003,0,collision
5474,1,49.969,5.472,18.163,0.000,0.000,1,goal
5475,2,-199.147,15.103,212.569,0.000,0.486,0,collision
5476,1,99.699,9.096,64.019,0.000,0.885,1,goal
5477,5,-198.546,13.667,478.026,0.000,0.203,0,collision
5478,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5479,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5480,4,-198.053,26.490,418.024,0.000,0.078,0,collision
5481,3,-199.243,10.196,233.032,0.190,0.622,0,collision
5482,1,50.265,8.603,54.115,0.000,0.000,1,goal
5483,2,50.750,13.494,157.612,0.000,0.142,1,goal
5484,2,50.698,15.016,211.162,0.000,0.000,1,goal
5485,1,50.226,6.284,29.721,0.000,0.000,1,goal
5486,2,50.621,13.929,149.560,0.000,0.092,1,goal
5487,4,51.727,25.892,410.750,0.000,0.000,1,goal
5488,2,49.959,4.349,60.953,0.199,0.436,1,goal
5489,4,-198.129,26.292,416.969,0.000,0.172,0,collision
5490,1,49.981,5.858,19.594,0.000,0.000,1,goal
5491,5,52.489,22.480,406.064,0.087,0.136,1,goal
5492,1,-200.042,7.191,34.475,0.000,0.432,0,collision
5493,3,-198.921,20.006,307.257,0.000,0.010,0,collision
5494,1,50.343,8.311,52.106,0.000,0.000,1,goal
5495,4,-197.642,26.988,418.839,0.000,0.227,0,collision
5496,2,-199.635,12.482,157.098,0.000,0.256,0,collision
5497,4,-201.187,4.939,146.585,0.250,0.246,0,collision
5498,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5499,1,50.297,8.353,52.391,0.000,0.000,1,goal
5500,1,-199.772,8.764,55.221,0.000,0.306,0,collision
5501,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5502,2,50.387,13.421,117.469,0.000,0.000,1,goal
5503,1,50.087,7.002,33.482,0.000,0.000,1,goal
5504,1,49.894,3.113,7.602,0.000,0.000,1,goal
5505,4,52.286,27.745,404.976,0.000,0.000,1,goal
5506,5,-197.640,32.311,451.284,0.000,0.099,0,collision
5507,2,50.470,11.694,68.825,0.000,0.136,1,goal
5508,3,-198.739,20.243,413.528,0.000,0.008,0,collision
5509,4,-197.863,27.333,402.527,0.000,0.256,0,collision
5510,1,-200.111,5.458,18.111,0.000,0.458,0,collision
5511,13,32.611,2.841,285.766,0.000,0.000,1,goal
5512,2,-199.747,4.421,62.055,0.138,0.806,0,collision
5513,2,50.243,11.969,71.161,0.000,0.285,1,goal
5514,2,50.543,14.422,156.023,0.000,0.000,1,goal
5515,2,-199.249,15.039,195.078,0.000,0.036,0,collision
5516,5,-47.623,21.780,416.941,0.142,0.000,1,goal
5517,5,-47.593,32.364,513.321,0.000,0.000,1,goal
5518,2,-199.357,13.494,143.900,0.000,0.000,0,collision
5519,3,-199.159,19.295,271.041,0.000,0.093,0,collision
5520,1,50.145,6.660,27.122,0.000,0.000,1,goal
5521,3,50.956,20.060,308.361,0.000,0.014,1,goal
5522,4,-198.205,26.251,411.973,0.000,0.225,0,collision
5523,4,-198.462,26.278,395.783,0.000,0.121,0,collision
5524,2,-199.177,14.224,198.491,0.000,0.349,0,collision
5525,2,50.807,14.463,186.399,0.000,0.000,1,goal
5526,1,-199.839,5.359,14.183,0.000,0.286,0,collision
5527,4,51.686,26.416,420.112,0.000,0.000,1,goal
5528,2,-199.276,13.914,178.190,0.000,0.067,0,collision
5529,4,-197.745,26.833,418.839,0.000,0.000,0,collision
5530,2,-199.403,14.073,137.815,0.000,0.000,0,collision
5531,3,50.859,9.988,227.689,0.177,0.296,1,goal
5532,3,-199.369,9.935,226.330,0.249,0.315,0,collision
5533,2,-199.428,12.578,108.079,0.000,0.222,0,collision
5534,3,-198.887,19.572,321.365,0.000,0.271,0,collision
5535,3,-199.080,10.128,231.284,0.180,0.021,0,collision
5536,2,50.552,14.530,172.109,0.000,0.000,1,goal
5537,2,-199.359,13.732,133.673,0.000,0.115,0,collision
5538,1,-199.999,3.718,2.336,0.000,0.111,0,collision
5539,1,-199.894,3.941,7.507,0.000,0.398,0,collision
5540,2,-199.224,14.614,188.671,0.000,0.298,0,collision
5541,7,47.717,10.638,571.397,0.000,0.042,1,goal
5542,1,-200.115,6.047,24.383,0.000,0.992,0,collision
5543,2,50.331,4.229,59.126,0.219,0.402,1,goal
5544,2,50.565,14.841,208.347,0.000,0.054,1,goal
5545,4,51.914,26.862,398.627,0.000,0.000,1,goal
5546,2,-199.438,13.293,116.040,0.000,0.081,0,collision
5547,4,-197.663,27.522,403.339,0.000,0.191,0,collision
5548,4,-198.318,16.070,395.108,0.000,0.289,0,collision
5549,2,50.682,13.418,142.915,0.000,0.000,1,goal
5550,5,-46.965,32.093,506.374,0.000,0.000,1,goal
5551,2,-199.283,14.252,168.199,0.000,0.059,0,collision
5552,3,-198.684,21.229,395.351,0.000,0.000,0,collision
5553,4,51.954,26.473,425.542,0.000,0.013,1,goal
5554,1,-199.731,6.088,24.566,0.000,0.294,0,collision
5555,2,50.368,12.616,86.725,0.000,0.017,1,goal
5556,1,50.004,7.083,33.905,0.000,0.000,1,goal
5557,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5558,3,-199.491,19.889,261.122,0.000,0.233,0,collision
5559,2,-199.681,12.852,99.749,0.000,0.217,0,collision
5560,2,-199.603,13.220,140.354,0.000,0.002,0,collision
5561,2,-199.564,13.689,120.476,0.000,0.418,0,collision
5562,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5563,2,50.372,11.615,68.159,0.000,0.267,1,goal
5564,4,-197.707,27.791,406.110,0.000,0.000,0,collision
5565,2,-199.638,14.509,171.800,0.000,0.026,0,collision
5566,3,-198.941,19.849,327.340,0.000,0.267,0,collision
5567,5,-47.027,32.233,507.449,0.000,0.000,1,goal
5568,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5569,6,-202.949,5.911,276.635,0.063,0.025,0,collision
5570,3,-198.939,19.659,278.047,0.000,0.295,0,collision
5571,1,50.028,6.949,33.204,0.000,0.000,1,goal
5572,4,51.951,26.910,420.806,0.000,0.000,1,goal
5573,2,50.335,4.227,59.089,0.355,0.413,1,goal
5574,2,-199.646,4.171,58.229,0.041,0.746,0,collision
5575,3,-199.087,9.665,219.448,0.183,0.325,0,collision
5576,3,50.850,19.607,299.078,0.000,0.000,1,goal
5577,5,48.797,7.496,214.154,0.000,0.002,1,goal
5578,9,-51.655,15.133,671.922,0.000,0.073,1,goal
5579,2,-199.662,12.734,109.817,0.000,0.056,0,collision
5580,3,-198.778,20.783,373.132,0.000,0.043,0,collision
5581,1,50.000,0.000,0.000,0.000,0.000,1,goal
5582,2,-199.410,13.280,115.897,0.000,0.369,0,collision
5583,3,-199.020,19.324,250.822,0.000,0.401,0,collision
5584,5,-47.009,33.092,616.754,0.000,0.000,1,goal
5585,4,-47.576,27.464,394.337,0.000,0.022,1,goal
5586,3,-199.106,19.928,305.663,0.000,0.295,0,collision
5587,2,50.682,14.109,138.258,0.000,0.097,1,goal
5588,1,-200.185,5.070,16.677,0.000,0.594,0,collision
5589,5,-47.065,32.185,507.348,0.000,0.003,1,goal
5590,3,-199.170,9.762,221.903,0.155,0.358,0,collision
5591,3,50.953,9.633,218.644,0.082,0.297,1,goal
5592,3,51.086,21.034,405.784,0.000,0.148,1,goal
5593,1,-199.930,8.045,44.626,0.000,0.094,0,collision
5594,3,-201.492,2.837,60.524,0.177,0.000,0,collision
5595,1,50.069,5.514,18.318,0.000,0.000,1,goal
5596,2,-199.215,15.340,216.398,0.000,0.011,0,collision
5597,5,-197.696,32.377,452.857,0.000,0.083,0,collision
5598,4,-197.950,27.022,398.725,0.000,0.247,0,collision
5599,6,52.014,15.835,581.361,0.000,0.079,1,goal
5600,3,-199.058,19.144,268.143,0.000,0.035,0,collision
5601,2,50.470,12.318,94.293,0.000,0.021,1,goal
5602,2,50.733,13.956,164.047,0.000,0.046,1,goal
5603,3,-199.177,19.787,302.761,0.000,0.358,0,collision
5604,1,49.964,6.783,32.332,0.000,0.000,1,goal
5605,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5606,2,50.453,13.042,90.739,0.000,0.013,1,goal
5607,2,50.865,14.694,189.875,0.000,0.000,1,goal
5608,4,-198.125,26.362,394.041,0.000,0.162,0,collision
5609,6,-46.760,36.585,601.976,0.000,0.003,1,goal
5610,1,50.000,0.000,0.000,0.000,0.000,1,goal
5611,2,-199.384,14.462,171.142,0.000,0.108,0,collision
5612,1,49.922,4.443,5.735,0.000,0.000,1,goal
5613,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5614,1,49.986,5.094,16.767,0.000,0.000,1,goal
5615,2,-199.564,11.900,80.034,0.000,0.538,0,collision
5616,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5617,5,-197.781,17.074,424.545,0.168,0.200,0,collision
5618,4,52.130,26.437,416.693,0.000,0.000,1,goal
5619,2,-199.292,15.043,195.144,0.000,0.071,0,collision
5620,2,-199.423,13.795,161.810,0.000,0.021,0,collision
5621,3,-198.779,20.791,373.329,0.000,0.036,0,collision
5622,4,52.173,27.081,421.204,0.000,0.000,1,goal
5623,4,-198.119,25.907,415.075,0.000,0.236,0,collision
5624,2,-200.198,12.573,96.899,0.000,0.286,0,collision
5625,1,50.174,7.284,34.967,0.000,0.000,1,goal
5626,2,50.659,13.524,158.037,0.000,0.000,1,goal
5627,4,51.780,26.533,419.135,0.000,0.185,1,goal
5628,2,50.407,12.654,77.000,0.000,0.311,1,goal
5629,1,50.122,7.433,40.914,0.000,0.000,1,goal
5630,4,-197.716,27.348,399.078,0.000,0.198,0,collision
5631,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5632,2,-199.804,4.280,59.902,0.437,0.689,0,collision
5633,2,50.831,15.234,214.684,0.000,0.000,1,goal
5634,2,50.686,13.752,147.257,0.000,0.129,1,goal
5635,4,52.071,26.437,416.693,0.000,0.000,1,goal
5636,2,50.527,12.589,97.062,0.000,0.035,1,goal
5637,2,49.849,12.037,71.734,0.000,0.416,1,goal
5638,2,50.844,15.242,214.804,0.000,0.224,1,goal
5639,5,-47.444,32.573,454.480,0.000,0.000,1,goal
5640,2,-199.650,4.229,59.126,0.089,0.353,0,collision
5641,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5642,4,-197.896,26.704,419.515,0.000,0.042,0,collision
5643,2,50.735,14.742,206.767,0.000,0.000,1,goal
5644,1,50.344,8.117,50.776,0.000,0.000,1,goal
5645,1,50.253,8.085,44.868,0.000,0.000,1,goal
5646,1,50.131,8.575,53.922,0.000,0.000,1,goal
5647,1,50.076,8.107,45.000,0.000,0.000,1,goal
5648,3,-199.004,19.232,269.827,0.000,0.409,0,collision
5649,2,-199.405,13.474,143.636,0.000,0.493,0,collision
5650,1,49.923,1.967,1.067,0.000,0.000,1,goal
5651,3,51.330,20.653,396.476,0.000,0.000,1,goal
5652,3,-199.113,19.353,316.666,0.000,0.087,0,collision
5653,4,-198.475,13.140,425.765,0.068,0.000,0,collision
5654,1,-200.152,2.927,3.525,0.000,0.000,0,collision
5655,2,50.588,13.929,149.560,0.000,0.000,1,goal
5656,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5657,2,-199.680,4.403,61.782,0.170,0.585,0,collision
5658,3,-198.834,19.235,291.517,0.000,0.218,0,collision
5659,5,52.496,33.117,524.325,0.000,0.089,1,goal
5660,2,50.515,13.421,129.907,0.000,0.003,1,goal
5661,3,-198.535,20.671,419.135,0.000,0.000,0,collision
5662,5,-47.771,31.912,441.794,0.000,0.000,1,goal
5663,4,-198.366,26.114,420.356,0.000,0.059,0,collision
5664,5,-46.724,32.517,544.671,0.000,0.000,1,goal
5665,1,50.300,7.336,40.333,0.000,0.000,1,goal
5666,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5667,2,50.553,13.625,132.379,0.000,0.000,1,goal
5668,2,50.142,12.247,73.521,0.000,0.397,1,goal
5669,2,-199.396,13.990,179.326,0.000,0.000,0,collision
5670,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5671,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5672,1,49.826,5.800,19.376,0.000,0.000,1,goal
5673,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5674,5,52.537,22.204,397.626,0.140,0.171,1,goal
5675,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5676,3,-198.794,20.454,340.506,0.000,0.000,0,collision
5677,4,-197.880,27.195,395.375,0.000,0.185,0,collision
5678,2,-199.632,4.331,60.684,0.260,0.393,0,collision
5679,1,49.923,3.604,2.253,0.000,0.000,1,goal
5680,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5681,4,-201.336,5.943,178.247,0.000,0.131,0,collision
5682,3,50.955,9.659,219.298,0.073,0.305,1,goal
5683,2,50.721,14.528,203.342,0.000,0.000,1,goal
5684,2,-199.180,14.589,204.307,0.000,0.000,0,collision
5685,4,-198.518,25.477,408.150,0.000,0.152,0,collision
5686,2,-199.268,14.062,165.538,0.000,0.486,0,collision
5687,2,-199.484,12.606,97.233,0.000,0.000,0,collision
5688,3,-199.110,20.550,342.587,0.000,0.000,0,collision
5689,1,-199.850,8.690,54.712,0.000,0.320,0,collision
5690,3,-198.797,20.468,413.974,0.000,0.000,0,collision
5691,2,49.973,11.845,70.105,0.000,0.356,1,goal
5692,3,51.222,19.871,377.600,0.000,0.060,1,goal
5693,4,52.168,26.754,420.806,0.000,0.000,1,goal
5694,2,50.792,14.370,185.002,0.000,0.000,1,goal
5695,3,-199.071,19.330,250.915,0.000,0.518,0,collision
5696,2,50.517,12.207,93.160,0.000,0.040,1,goal
5697,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5698,13,-217.365,3.970,355.193,0.000,0.070,0,collision
5699,3,-199.104,19.624,299.440,0.000,0.322,0,collision
5700,1,49.902,6.077,20.406,0.000,0.000,1,goal
5701,1,50.215,7.981,44.238,0.000,0.000,1,goal
5702,5,-200.425,11.130,421.196,0.200,0.030,0,collision
5703,5,-47.651,32.223,449.177,0.000,0.000,1,goal
5704,2,50.419,12.954,112.255,0.000,0.011,1,goal
5705,2,50.316,4.267,59.693,0.101,0.314,1,goal
5706,4,-198.311,25.918,411.426,0.000,0.006,0,collision
5707,2,50.849,14.108,181.079,0.000,0.000,1,goal
5708,2,50.596,14.188,167.296,0.000,0.000,1,goal
5709,3,-198.777,20.399,364.266,0.000,0.274,0,collision
5710,2,-199.646,4.504,63.344,0.047,0.433,0,collision
5711,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5712,3,50.959,19.008,245.083,0.000,0.000,1,goal
5713,1,-200.077,6.318,21.304,0.000,0.605,0,collision
5714,5,51.685,14.152,536.098,0.000,0.088,1,goal
5715,4,51.829,27.059,420.633,0.000,0.000,1,goal
5716,3,-198.776,21.045,406.065,0.000,0.000,0,collision
5717,2,-199.606,13.679,133.026,0.000,0.048,0,collision
5718,1,50.290,7.534,41.528,0.000,0.000,1,goal
5719,1,49.987,6.100,20.492,0.000,0.000,1,goal
5720,1,50.099,6.738,32.094,0.000,0.000,1,goal
5721,4,-197.828,27.169,423.454,0.000,0.000,0,collision
5722,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5723,3,-199.083,20.035,355.917,0.000,0.010,0,collision
5724,8,-199.301,19.953,826.001,0.000,0.071,0,collision
5725,2,-199.615,12.568,96.849,0.000,0.365,0,collision
5726,4,-198.715,25.970,416.679,0.000,0.104,0,collision
5727,2,50.114,12.644,76.915,0.000,0.459,1,goal
5728,3,51.041,20.557,394.158,0.000,0.000,1,goal
5729,2,-199.079,14.796,207.633,0.000,0.475,0,collision
5730,2,50.210,4.348,60.934,0.000,0.377,1,goal
5731,5,-47.677,22.363,402.478,0.004,0.000,1,goal
5732,2,50.211,4.605,64.892,0.171,0.422,1,goal
5733,2,50.433,12.884,100.076,0.000,0.000,1,goal
5734,5,-47.953,32.905,461.295,0.000,0.021,1,goal
5735,2,50.369,12.457,85.237,0.000,0.029,1,goal
5736,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5737,3,-198.868,20.255,336.157,0.000,0.024,0,collision
5738,1,49.919,4.620,12.007,0.000,0.000,1,goal
5739,2,-199.454,12.975,101.016,0.000,0.137,0,collision
5740,2,-199.828,12.630,76.797,0.000,0.729,0,collision
5741,2,-199.845,12.898,100.218,0.000,0.257,0,collision
5742,3,-198.636,21.192,394.457,0.000,0.237,0,collision
5743,1,49.882,4.481,11.597,0.000,0.000,1,goal
5744,8,-206.605,7.160,406.030,0.000,0.021,0,collision
5745,1,49.820,5.082,20.094,0.000,0.000,1,goal
5746,1,49.940,4.962,13.012,0.000,0.000,1,goal
5747,1,-199.770,7.826,48.786,0.000,0.792,0,collision
5748,3,50.960,20.360,338.449,0.000,0.000,1,goal
5749,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5750,2,50.427,4.546,63.990,0.154,0.327,1,goal
5751,3,-198.836,19.450,318.743,0.000,0.003,0,collision
5752,2,50.599,13.521,157.999,0.000,0.000,1,goal
5753,2,50.603,13.240,127.726,0.000,0.073,1,goal
5754,2,50.605,13.668,160.037,0.000,0.000,1,goal
5755,2,50.606,14.080,165.786,0.000,0.000,1,goal
5756,2,50.667,14.348,200.463,0.000,0.000,1,goal
5757,4,-198.402,25.477,408.150,0.000,0.140,0,collision
5758,4,-198.452,26.426,399.364,0.000,0.156,0,collision
5759,1,49.977,5.302,17.536,0.000,0.000,1,goal
5760,2,-199.656,12.335,84.094,0.000,0.420,0,collision
5761,2,50.613,13.498,143.954,0.000,0.000,1,goal
5762,2,-199.162,14.952,210.137,0.000,0.058,0,collision
5763,5,-47.856,32.215,448.986,0.000,0.269,1,goal
5764,3,-199.158,20.073,308.641,0.000,0.209,0,collision
5765,2,-199.512,12.704,87.557,0.000,0.346,0,collision
5766,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5767,4,-47.514,27.707,400.249,0.000,0.000,1,goal
5768,2,50.572,14.554,172.440,0.000,0.000,1,goal
5769,3,50.966,19.091,246.583,0.000,0.186,1,goal
5770,2,-199.175,14.544,203.587,0.000,0.000,0,collision
5771,2,-199.692,12.037,71.738,0.000,0.732,0,collision
5772,1,-200.125,5.667,22.690,0.000,0.764,0,collision
5773,4,-197.943,27.108,393.247,0.000,0.075,0,collision
5774,2,-199.308,13.342,141.925,0.000,0.606,0,collision
5775,5,-46.902,32.502,545.804,0.000,0.000,1,goal
5776,2,50.757,14.188,167.289,0.000,0.000,1,goal
5777,4,-198.087,27.104,417.818,0.000,0.289,0,collision
5778,1,50.034,5.669,18.892,0.000,0.000,1,goal
5779,3,-199.005,20.264,361.164,0.000,0.208,0,collision
5780,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5781,5,52.922,33.126,649.162,0.000,0.000,1,goal
5782,1,49.892,5.689,18.967,0.000,0.000,1,goal
5783,3,-199.227,18.935,243.765,0.000,0.507,0,collision
5784,1,50.153,7.036,33.658,0.000,0.000,1,goal
5785,3,-199.282,9.745,221.474,0.027,0.289,0,collision
5786,1,50.059,6.296,29.784,0.000,0.000,1,goal
5787,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5788,1,-199.673,7.402,35.586,0.000,0.056,0,collision
5789,5,-197.764,22.070,393.570,0.115,0.145,0,collision
5790,3,-198.494,21.037,395.735,0.000,0.318,0,collision
5791,4,-198.114,26.565,395.192,0.000,0.121,0,collision
5792,3,50.896,19.408,295.028,0.000,0.003,1,goal
5793,1,49.894,5.272,13.926,0.000,0.000,1,goal
5794,2,50.507,12.467,95.817,0.000,0.019,1,goal
5795,3,-198.667,21.082,401.875,0.000,0.017,0,collision
5796,4,-198.190,27.386,425.025,0.000,0.272,0,collision
5797,4,-198.661,16.022,393.552,0.028,0.288,0,collision
5798,1,49.864,3.629,4.545,0.000,0.000,1,goal
5799,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5800,1,49.900,3.890,7.393,0.000,0.000,1,goal
5801,4,52.064,27.114,400.976,0.000,0.000,1,goal
5802,2,50.640,13.732,146.988,0.000,0.111,1,goal
5803,2,50.867,14.749,190.701,0.000,0.000,1,goal
5804,2,50.653,13.495,143.910,0.000,0.000,1,goal
5805,5,-47.477,22.424,404.329,0.051,0.000,1,goal
5806,2,-199.649,4.677,66.012,0.278,0.876,0,collision
5807,7,-200.302,13.689,581.000,0.000,0.242,0,collision
5808,2,-199.562,13.111,91.384,0.000,0.066,0,collision
5809,1,-199.855,7.376,35.452,0.000,0.651,0,collision
5810,2,50.497,12.769,88.169,0.000,0.015,1,goal
5811,2,50.524,14.324,154.726,0.000,0.000,1,goal
5812,1,-199.864,7.874,43.589,0.000,0.073,0,collision
5813,2,-199.644,13.365,105.034,0.000,0.105,0,collision
5814,2,50.354,4.420,62.047,0.241,0.398,1,goal
5815,4,-198.315,26.056,414.927,0.000,0.000,0,collision
5816,2,50.483,13.101,91.291,0.000,0.012,1,goal
5817,3,-199.234,19.419,318.080,0.000,0.326,0,collision
5818,1,50.010,5.912,19.792,0.000,0.000,1,goal
5819,1,49.990,5.678,22.739,0.000,0.000,1,goal
5820,2,50.407,12.131,82.187,0.000,0.014,1,goal
5821,1,-200.058,6.777,32.302,0.000,0.000,0,collision
5822,6,-198.126,12.819,605.574,0.112,0.212,0,collision
5823,1,0.000,0.000,0.000,0.000,0.000,0,not_found
5824,4,-198.354,25.905,411.096,0.000,0.225,0,collision
5825,1,49.999,5.552,14.753,0.000,0.000,1,goal
5826,7,-197.473,19.825,723.780,0.000,0.011,0,collision
5827,1,-199.869,6.421,26.052,0.000,0.021,0,collision
5828,4,-198.465,25.916,419.278,0.000,0.102,0,collision
5829,1,-200.018,5.451,14.454,0.000,0.000,0,collision
5830,2,-199.290,15.352,216.589,0.000,0.000,0,collision
5831,3,51.073,19.713,324.408,0.000,0.000,1,goal
